State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
ID,Idaho,2016,July,12 month-ending,Number of Drug Overdose Deaths,218,100.0,0,
ID,Idaho,2016,August,12 month-ending,Number of Drug Overdose Deaths,217,100.0,0,
ID,Idaho,2016,September,12 month-ending,Number of Drug Overdose Deaths,218,100.0,0,
ID,Idaho,2016,October,12 month-ending,Number of Drug Overdose Deaths,229,100.0,0,
ID,Idaho,2016,November,12 month-ending,Number of Drug Overdose Deaths,235,100.0,0.1,
ID,Idaho,2016,December,12 month-ending,Number of Drug Overdose Deaths,228,100.0,0.1,
ID,Idaho,2017,January,12 month-ending,Number of Drug Overdose Deaths,226,100.0,0.1,*Likely underreported due to incomplete data
ID,Idaho,2017,February,12 month-ending,Number of Drug Overdose Deaths,232,100.0,0.1,*Likely underreported due to incomplete data
ID,Idaho,2017,March,12 month-ending,Number of Drug Overdose Deaths,231,100.0,0.1,*Likely underreported due to incomplete data
ID,Idaho,2017,April,12 month-ending,Number of Drug Overdose Deaths,235,100.0,0.1,*Likely underreported due to incomplete data
ID,Idaho,2017,May,12 month-ending,Number of Drug Overdose Deaths,241,100.0,0.1,*Likely underreported due to incomplete data
ID,Idaho,2017,June,12 month-ending,Number of Drug Overdose Deaths,232,100.0,0.1,*Likely underreported due to incomplete data
ID,Idaho,2017,July,12 month-ending,Number of Drug Overdose Deaths,235,100.0,0.1,*Likely underreported due to incomplete data
ID,Idaho,2017,August,12 month-ending,Number of Drug Overdose Deaths,236,99.4,0.1,*Likely underreported due to incomplete data
IL,Illinois,2015,January,12 month-ending,Number of Deaths,103054,100.0,0,
IL,Illinois,2015,February,12 month-ending,Number of Deaths,103174,100.0,0,
IL,Illinois,2015,March,12 month-ending,Number of Deaths,103679,100.0,0,
IL,Illinois,2015,April,12 month-ending,Number of Deaths,104256,100.0,0,
IL,Illinois,2015,May,12 month-ending,Number of Deaths,104525,100.0,0,
IL,Illinois,2015,June,12 month-ending,Number of Deaths,104648,100.0,0,
IL,Illinois,2015,July,12 month-ending,Number of Deaths,104977,100.0,0,
IL,Illinois,2015,August,12 month-ending,Number of Deaths,105266,100.0,0,
IL,Illinois,2015,September,12 month-ending,Number of Deaths,105207,100.0,0,
IL,Illinois,2015,October,12 month-ending,Number of Deaths,105465,100.0,0,
IL,Illinois,2015,November,12 month-ending,Number of Deaths,105252,100.0,0,
IL,Illinois,2015,December,12 month-ending,Number of Deaths,103953,100.0,0,
IL,Illinois,2016,January,12 month-ending,Number of Deaths,103132,100.0,0,
IL,Illinois,2016,February,12 month-ending,Number of Deaths,103656,100.0,0,
IL,Illinois,2016,March,12 month-ending,Number of Deaths,103543,100.0,0,
IL,Illinois,2016,April,12 month-ending,Number of Deaths,103291,100.0,0,
IL,Illinois,2016,May,12 month-ending,Number of Deaths,103228,100.0,0,
IL,Illinois,2016,June,12 month-ending,Number of Deaths,103275,100.0,0,
IL,Illinois,2016,July,12 month-ending,Number of Deaths,103249,100.0,0,
IL,Illinois,2016,August,12 month-ending,Number of Deaths,103292,100.0,0,
IL,Illinois,2016,September,12 month-ending,Number of Deaths,103368,100.0,0,
IL,Illinois,2016,October,12 month-ending,Number of Deaths,103256,100.0,0,
IL,Illinois,2016,November,12 month-ending,Number of Deaths,103309,100.0,0,
IL,Illinois,2016,December,12 month-ending,Number of Deaths,104091,100.0,0,
IL,Illinois,2017,January,12 month-ending,Number of Deaths,104762,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,February,12 month-ending,Number of Deaths,104988,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,March,12 month-ending,Number of Deaths,105380,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,April,12 month-ending,Number of Deaths,105562,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,May,12 month-ending,Number of Deaths,105630,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,June,12 month-ending,Number of Deaths,105680,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,July,12 month-ending,Number of Deaths,105614,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,August,12 month-ending,Number of Deaths,105646,100.0,0.1,*Likely underreported due to incomplete data
IL,Illinois,2015,January,12 month-ending,Number of Drug Overdose Deaths,1652,100.0,0,
IL,Illinois,2015,February,12 month-ending,Number of Drug Overdose Deaths,1657,100.0,0,
IL,Illinois,2015,March,12 month-ending,Number of Drug Overdose Deaths,1688,100.0,0,
IL,Illinois,2015,April,12 month-ending,Number of Drug Overdose Deaths,1735,100.0,0,
IL,Illinois,2015,May,12 month-ending,Number of Drug Overdose Deaths,1782,100.0,0,
IL,Illinois,2015,June,12 month-ending,Number of Drug Overdose Deaths,1766,100.0,0,
IL,Illinois,2015,July,12 month-ending,Number of Drug Overdose Deaths,1761,100.0,0,
IL,Illinois,2015,August,12 month-ending,Number of Drug Overdose Deaths,1793,100.0,0,
IL,Illinois,2015,September,12 month-ending,Number of Drug Overdose Deaths,1813,100.0,0,
IL,Illinois,2015,October,12 month-ending,Number of Drug Overdose Deaths,1847,100.0,0,
IL,Illinois,2015,November,12 month-ending,Number of Drug Overdose Deaths,1860,100.0,0,
IL,Illinois,2015,December,12 month-ending,Number of Drug Overdose Deaths,1864,100.0,0,
IL,Illinois,2016,January,12 month-ending,Number of Drug Overdose Deaths,1893,100.0,0,
IL,Illinois,2016,February,12 month-ending,Number of Drug Overdose Deaths,1958,100.0,0,
IL,Illinois,2016,March,12 month-ending,Number of Drug Overdose Deaths,2025,100.0,0,
IL,Illinois,2016,April,12 month-ending,Number of Drug Overdose Deaths,2097,100.0,0,
IL,Illinois,2016,May,12 month-ending,Number of Drug Overdose Deaths,2129,100.0,0,
IL,Illinois,2016,June,12 month-ending,Number of Drug Overdose Deaths,2213,100.0,0,
IL,Illinois,2016,July,12 month-ending,Number of Drug Overdose Deaths,2261,100.0,0,
IL,Illinois,2016,August,12 month-ending,Number of Drug Overdose Deaths,2275,100.0,0,
IL,Illinois,2016,September,12 month-ending,Number of Drug Overdose Deaths,2319,100.0,0,
IL,Illinois,2016,October,12 month-ending,Number of Drug Overdose Deaths,2297,100.0,0,
IL,Illinois,2016,November,12 month-ending,Number of Drug Overdose Deaths,2333,100.0,0,
IL,Illinois,2016,December,12 month-ending,Number of Drug Overdose Deaths,2427,100.0,0,
IL,Illinois,2017,January,12 month-ending,Number of Drug Overdose Deaths,2524,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,February,12 month-ending,Number of Drug Overdose Deaths,2553,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,March,12 month-ending,Number of Drug Overdose Deaths,2542,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2015,March,12 month-ending,Number of Drug Overdose Deaths,1193,100.0,0,
IL,Illinois,2017,April,12 month-ending,Number of Drug Overdose Deaths,2511,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,May,12 month-ending,Number of Drug Overdose Deaths,2471,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,June,12 month-ending,Number of Drug Overdose Deaths,2461,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,July,12 month-ending,Number of Drug Overdose Deaths,2485,100.0,0,*Likely underreported due to incomplete data
IL,Illinois,2017,August,12 month-ending,Number of Drug Overdose Deaths,2558,100.0,0.1,*Likely underreported due to incomplete data
IN,Indiana,2015,January,12 month-ending,Number of Deaths,62174,100.0,0,
IN,Indiana,2015,February,12 month-ending,Number of Deaths,62377,100.0,0,
IN,Indiana,2015,March,12 month-ending,Number of Deaths,62886,100.0,0,
IN,Indiana,2015,April,12 month-ending,Number of Deaths,63354,100.0,0,
IN,Indiana,2015,May,12 month-ending,Number of Deaths,63491,100.0,0,
IN,Indiana,2015,June,12 month-ending,Number of Deaths,63517,100.0,0,
IN,Indiana,2015,July,12 month-ending,Number of Deaths,63570,100.0,0,
IN,Indiana,2015,August,12 month-ending,Number of Deaths,63694,100.0,0,
IN,Indiana,2015,September,12 month-ending,Number of Deaths,63837,100.0,0,
IN,Indiana,2015,October,12 month-ending,Number of Deaths,63829,100.0,0,
IN,Indiana,2015,November,12 month-ending,Number of Deaths,63655,100.0,0,
IN,Indiana,2015,December,12 month-ending,Number of Deaths,63255,100.0,0,
IN,Indiana,2016,January,12 month-ending,Number of Deaths,62610,100.0,0,
IN,Indiana,2016,February,12 month-ending,Number of Deaths,62863,100.0,0,
IN,Indiana,2016,March,12 month-ending,Number of Deaths,62968,100.0,0,
IN,Indiana,2016,April,12 month-ending,Number of Deaths,62811,100.0,0,
IN,Indiana,2016,May,12 month-ending,Number of Deaths,62632,100.0,0,
IN,Indiana,2016,June,12 month-ending,Number of Deaths,62648,100.0,0,
IN,Indiana,2016,July,12 month-ending,Number of Deaths,62795,100.0,0,
IN,Indiana,2016,August,12 month-ending,Number of Deaths,62933,100.0,0,
IN,Indiana,2016,September,12 month-ending,Number of Deaths,62891,100.0,0,
IN,Indiana,2016,October,12 month-ending,Number of Deaths,63185,100.0,0,
IN,Indiana,2016,November,12 month-ending,Number of Deaths,63580,100.0,0,
IN,Indiana,2016,December,12 month-ending,Number of Deaths,64051,100.0,0,
IN,Indiana,2017,January,12 month-ending,Number of Deaths,64519,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,February,12 month-ending,Number of Deaths,64803,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,March,12 month-ending,Number of Deaths,65110,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,April,12 month-ending,Number of Deaths,65345,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,May,12 month-ending,Number of Deaths,65577,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,June,12 month-ending,Number of Deaths,65876,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,July,12 month-ending,Number of Deaths,65863,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,August,12 month-ending,Number of Deaths,64983,98.7,0,*Likely underreported due to incomplete data
IN,Indiana,2015,January,12 month-ending,Number of Drug Overdose Deaths,1162,100.0,0,
IN,Indiana,2015,February,12 month-ending,Number of Drug Overdose Deaths,1151,100.0,0,
IN,Indiana,2015,April,12 month-ending,Number of Drug Overdose Deaths,1208,100.0,0,
IN,Indiana,2015,May,12 month-ending,Number of Drug Overdose Deaths,1203,100.0,0,
IN,Indiana,2015,June,12 month-ending,Number of Drug Overdose Deaths,1217,100.0,0,
IN,Indiana,2015,July,12 month-ending,Number of Drug Overdose Deaths,1207,100.0,0,
IN,Indiana,2015,August,12 month-ending,Number of Drug Overdose Deaths,1221,100.0,0,
IN,Indiana,2015,September,12 month-ending,Number of Drug Overdose Deaths,1210,100.0,0,
IN,Indiana,2015,October,12 month-ending,Number of Drug Overdose Deaths,1205,100.0,0,
IN,Indiana,2015,November,12 month-ending,Number of Drug Overdose Deaths,1218,100.0,0,
IN,Indiana,2015,December,12 month-ending,Number of Drug Overdose Deaths,1232,100.0,0,
IN,Indiana,2016,January,12 month-ending,Number of Drug Overdose Deaths,1228,100.0,0,
IN,Indiana,2016,February,12 month-ending,Number of Drug Overdose Deaths,1259,100.0,0,
IN,Indiana,2016,March,12 month-ending,Number of Drug Overdose Deaths,1264,100.0,0,
IN,Indiana,2016,April,12 month-ending,Number of Drug Overdose Deaths,1285,100.0,0,
IN,Indiana,2016,May,12 month-ending,Number of Drug Overdose Deaths,1321,100.0,0,
IN,Indiana,2016,June,12 month-ending,Number of Drug Overdose Deaths,1354,100.0,0,
IN,Indiana,2016,July,12 month-ending,Number of Drug Overdose Deaths,1383,100.0,0,
IN,Indiana,2016,August,12 month-ending,Number of Drug Overdose Deaths,1421,100.0,0,
IN,Indiana,2016,September,12 month-ending,Number of Drug Overdose Deaths,1434,100.0,0,
IN,Indiana,2016,October,12 month-ending,Number of Drug Overdose Deaths,1441,100.0,0,
IN,Indiana,2016,November,12 month-ending,Number of Drug Overdose Deaths,1469,100.0,0,
IN,Indiana,2016,December,12 month-ending,Number of Drug Overdose Deaths,1506,100.0,0,
IN,Indiana,2017,January,12 month-ending,Number of Drug Overdose Deaths,1576,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,February,12 month-ending,Number of Drug Overdose Deaths,1629,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,March,12 month-ending,Number of Drug Overdose Deaths,1663,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,April,12 month-ending,Number of Drug Overdose Deaths,1698,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,May,12 month-ending,Number of Drug Overdose Deaths,1716,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,June,12 month-ending,Number of Drug Overdose Deaths,1713,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,July,12 month-ending,Number of Drug Overdose Deaths,1767,100.0,0,*Likely underreported due to incomplete data
IN,Indiana,2017,August,12 month-ending,Number of Drug Overdose Deaths,1748,98.7,0,*Likely underreported due to incomplete data
KS,Kansas,2015,January,12 month-ending,Number of Deaths,25208,100.0,0,
KS,Kansas,2015,February,12 month-ending,Number of Deaths,25320,100.0,0,
KS,Kansas,2015,March,12 month-ending,Number of Deaths,25392,100.0,0,
KS,Kansas,2015,April,12 month-ending,Number of Deaths,25392,100.0,0,
KS,Kansas,2015,May,12 month-ending,Number of Deaths,25456,100.0,0,
KS,Kansas,2015,June,12 month-ending,Number of Deaths,25657,100.0,0,
KS,Kansas,2015,July,12 month-ending,Number of Deaths,25803,100.0,0,
KS,Kansas,2015,August,12 month-ending,Number of Deaths,25885,100.0,0,
KS,Kansas,2015,September,12 month-ending,Number of Deaths,25920,100.0,0,
KS,Kansas,2015,October,12 month-ending,Number of Deaths,26017,100.0,0,
KS,Kansas,2015,November,12 month-ending,Number of Deaths,25935,100.0,0,
KS,Kansas,2015,December,12 month-ending,Number of Deaths,25863,100.0,0.1,
KS,Kansas,2016,January,12 month-ending,Number of Deaths,25598,100.0,0.1,
KS,Kansas,2016,February,12 month-ending,Number of Deaths,25507,100.0,0.1,
KS,Kansas,2016,March,12 month-ending,Number of Deaths,25415,100.0,0.1,
KS,Kansas,2016,April,12 month-ending,Number of Deaths,25463,100.0,0.1,
KS,Kansas,2016,May,12 month-ending,Number of Deaths,25400,100.0,0.1,
KS,Kansas,2016,June,12 month-ending,Number of Deaths,25353,100.0,0.1,
KS,Kansas,2016,July,12 month-ending,Number of Deaths,25292,100.0,0.1,
KS,Kansas,2016,August,12 month-ending,Number of Deaths,25308,100.0,0.1,
KS,Kansas,2016,September,12 month-ending,Number of Deaths,25223,100.0,0.1,
KS,Kansas,2016,October,12 month-ending,Number of Deaths,25174,100.0,0.1,
KS,Kansas,2016,November,12 month-ending,Number of Deaths,25296,100.0,0.1,
KS,Kansas,2016,December,12 month-ending,Number of Deaths,25489,100.0,0,
KS,Kansas,2017,January,12 month-ending,Number of Deaths,25719,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,February,12 month-ending,Number of Deaths,25935,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,March,12 month-ending,Number of Deaths,26132,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,April,12 month-ending,Number of Deaths,26135,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,May,12 month-ending,Number of Deaths,26152,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,June,12 month-ending,Number of Deaths,26080,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,July,12 month-ending,Number of Deaths,26129,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,August,12 month-ending,Number of Deaths,25859,99.5,0.2,*Likely underreported due to incomplete data
KS,Kansas,2015,January,12 month-ending,Number of Drug Overdose Deaths,312,100.0,0,
KS,Kansas,2015,February,12 month-ending,Number of Drug Overdose Deaths,308,100.0,0,
KS,Kansas,2015,March,12 month-ending,Number of Drug Overdose Deaths,323,100.0,0,
KS,Kansas,2015,April,12 month-ending,Number of Drug Overdose Deaths,332,100.0,0,
KS,Kansas,2015,May,12 month-ending,Number of Drug Overdose Deaths,337,100.0,0,
KS,Kansas,2015,June,12 month-ending,Number of Drug Overdose Deaths,330,100.0,0,
KS,Kansas,2015,July,12 month-ending,Number of Drug Overdose Deaths,328,100.0,0,
KS,Kansas,2015,August,12 month-ending,Number of Drug Overdose Deaths,337,100.0,0,
KS,Kansas,2015,September,12 month-ending,Number of Drug Overdose Deaths,334,100.0,0,
KS,Kansas,2015,October,12 month-ending,Number of Drug Overdose Deaths,334,100.0,0,
KS,Kansas,2015,November,12 month-ending,Number of Drug Overdose Deaths,328,100.0,0,
KS,Kansas,2015,December,12 month-ending,Number of Drug Overdose Deaths,323,100.0,0.1,
KS,Kansas,2016,January,12 month-ending,Number of Drug Overdose Deaths,313,100.0,0.1,
KS,Kansas,2016,February,12 month-ending,Number of Drug Overdose Deaths,317,100.0,0.1,
KS,Kansas,2016,March,12 month-ending,Number of Drug Overdose Deaths,313,100.0,0.1,
KS,Kansas,2016,April,12 month-ending,Number of Drug Overdose Deaths,312,100.0,0.1,
KS,Kansas,2016,May,12 month-ending,Number of Drug Overdose Deaths,305,100.0,0.1,
KS,Kansas,2016,June,12 month-ending,Number of Drug Overdose Deaths,319,100.0,0.1,
KS,Kansas,2016,July,12 month-ending,Number of Drug Overdose Deaths,320,100.0,0.1,
KS,Kansas,2016,August,12 month-ending,Number of Drug Overdose Deaths,320,100.0,0.1,
KS,Kansas,2016,September,12 month-ending,Number of Drug Overdose Deaths,315,100.0,0.1,
KS,Kansas,2016,October,12 month-ending,Number of Drug Overdose Deaths,312,100.0,0.1,
KS,Kansas,2016,November,12 month-ending,Number of Drug Overdose Deaths,315,100.0,0.1,
KS,Kansas,2016,December,12 month-ending,Number of Drug Overdose Deaths,313,100.0,0,
KS,Kansas,2017,January,12 month-ending,Number of Drug Overdose Deaths,326,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,February,12 month-ending,Number of Drug Overdose Deaths,323,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,March,12 month-ending,Number of Drug Overdose Deaths,321,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,April,12 month-ending,Number of Drug Overdose Deaths,314,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,May,12 month-ending,Number of Drug Overdose Deaths,314,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,June,12 month-ending,Number of Drug Overdose Deaths,297,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,July,12 month-ending,Number of Drug Overdose Deaths,306,100.0,0.1,*Likely underreported due to incomplete data
KS,Kansas,2017,August,12 month-ending,Number of Drug Overdose Deaths,292,99.5,0.2,*Likely underreported due to incomplete data
KY,Kentucky,2015,January,12 month-ending,Number of Deaths,44911,100.0,0,
KY,Kentucky,2015,February,12 month-ending,Number of Deaths,45331,100.0,0,
KY,Kentucky,2015,March,12 month-ending,Number of Deaths,45453,100.0,0,
KY,Kentucky,2015,April,12 month-ending,Number of Deaths,45635,100.0,0,
KY,Kentucky,2015,May,12 month-ending,Number of Deaths,45852,100.0,0,
KY,Kentucky,2015,June,12 month-ending,Number of Deaths,45839,100.0,0,
KY,Kentucky,2015,July,12 month-ending,Number of Deaths,45917,100.0,0,
KY,Kentucky,2015,August,12 month-ending,Number of Deaths,45990,100.0,0,
KY,Kentucky,2015,September,12 month-ending,Number of Deaths,46169,100.0,0,
KY,Kentucky,2015,October,12 month-ending,Number of Deaths,46372,100.0,0,
KY,Kentucky,2015,November,12 month-ending,Number of Deaths,46396,100.0,0,
KY,Kentucky,2015,December,12 month-ending,Number of Deaths,46195,100.0,0,
KY,Kentucky,2016,January,12 month-ending,Number of Deaths,45819,100.0,0,
KY,Kentucky,2016,February,12 month-ending,Number of Deaths,45854,100.0,0,
KY,Kentucky,2016,March,12 month-ending,Number of Deaths,46039,100.0,0,
KY,Kentucky,2016,April,12 month-ending,Number of Deaths,46307,100.0,0,
KY,Kentucky,2016,May,12 month-ending,Number of Deaths,46269,100.0,0,
KY,Kentucky,2016,June,12 month-ending,Number of Deaths,46456,100.0,0,
KY,Kentucky,2016,July,12 month-ending,Number of Deaths,46593,100.0,0,
KY,Kentucky,2016,August,12 month-ending,Number of Deaths,46769,100.0,0,
KY,Kentucky,2016,September,12 month-ending,Number of Deaths,47052,100.0,0,
KY,Kentucky,2016,October,12 month-ending,Number of Deaths,47070,100.0,0,
KY,Kentucky,2016,November,12 month-ending,Number of Deaths,47283,100.0,0,
KY,Kentucky,2016,December,12 month-ending,Number of Deaths,47606,100.0,0,
KY,Kentucky,2017,January,12 month-ending,Number of Deaths,47837,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,February,12 month-ending,Number of Deaths,47920,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,March,12 month-ending,Number of Deaths,48010,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,April,12 month-ending,Number of Deaths,48033,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,May,12 month-ending,Number of Deaths,48120,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,June,12 month-ending,Number of Deaths,48234,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,July,12 month-ending,Number of Deaths,48201,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,August,12 month-ending,Number of Deaths,48111,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2015,January,12 month-ending,Number of Drug Overdose Deaths,1101,100.0,0,
KY,Kentucky,2015,February,12 month-ending,Number of Drug Overdose Deaths,1121,100.0,0,
KY,Kentucky,2015,March,12 month-ending,Number of Drug Overdose Deaths,1152,100.0,0,
KY,Kentucky,2015,April,12 month-ending,Number of Drug Overdose Deaths,1172,100.0,0,
KY,Kentucky,2015,May,12 month-ending,Number of Drug Overdose Deaths,1185,100.0,0,
KY,Kentucky,2015,June,12 month-ending,Number of Drug Overdose Deaths,1198,100.0,0,
KY,Kentucky,2015,July,12 month-ending,Number of Drug Overdose Deaths,1211,100.0,0,
KY,Kentucky,2015,August,12 month-ending,Number of Drug Overdose Deaths,1208,100.0,0,
KY,Kentucky,2015,September,12 month-ending,Number of Drug Overdose Deaths,1233,100.0,0,
KY,Kentucky,2015,October,12 month-ending,Number of Drug Overdose Deaths,1217,100.0,0,
KY,Kentucky,2015,November,12 month-ending,Number of Drug Overdose Deaths,1240,100.0,0,
KY,Kentucky,2015,December,12 month-ending,Number of Drug Overdose Deaths,1248,100.0,0,
KY,Kentucky,2016,January,12 month-ending,Number of Drug Overdose Deaths,1253,100.0,0,
KY,Kentucky,2016,February,12 month-ending,Number of Drug Overdose Deaths,1228,100.0,0,
KY,Kentucky,2016,March,12 month-ending,Number of Drug Overdose Deaths,1253,100.0,0,
KY,Kentucky,2016,April,12 month-ending,Number of Drug Overdose Deaths,1291,100.0,0,
KY,Kentucky,2016,May,12 month-ending,Number of Drug Overdose Deaths,1320,100.0,0,
KY,Kentucky,2016,June,12 month-ending,Number of Drug Overdose Deaths,1371,100.0,0,
KY,Kentucky,2016,July,12 month-ending,Number of Drug Overdose Deaths,1376,100.0,0,
KY,Kentucky,2016,August,12 month-ending,Number of Drug Overdose Deaths,1404,100.0,0,
KY,Kentucky,2016,September,12 month-ending,Number of Drug Overdose Deaths,1411,100.0,0,
KY,Kentucky,2016,October,12 month-ending,Number of Drug Overdose Deaths,1416,100.0,0,
KY,Kentucky,2016,November,12 month-ending,Number of Drug Overdose Deaths,1395,100.0,0,
KY,Kentucky,2016,December,12 month-ending,Number of Drug Overdose Deaths,1437,100.0,0,
KY,Kentucky,2017,January,12 month-ending,Number of Drug Overdose Deaths,1480,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,February,12 month-ending,Number of Drug Overdose Deaths,1545,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,March,12 month-ending,Number of Drug Overdose Deaths,1552,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,April,12 month-ending,Number of Drug Overdose Deaths,1580,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,May,12 month-ending,Number of Drug Overdose Deaths,1583,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,June,12 month-ending,Number of Drug Overdose Deaths,1564,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,July,12 month-ending,Number of Drug Overdose Deaths,1568,100.0,0,*Likely underreported due to incomplete data
KY,Kentucky,2017,August,12 month-ending,Number of Drug Overdose Deaths,1575,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2015,January,12 month-ending,Number of Deaths,44100,100.0,0,
LA,Louisiana,2015,February,12 month-ending,Number of Deaths,44150,100.0,0,
LA,Louisiana,2015,March,12 month-ending,Number of Deaths,44301,100.0,0,
LA,Louisiana,2015,April,12 month-ending,Number of Deaths,44230,100.0,0.1,
LA,Louisiana,2015,May,12 month-ending,Number of Deaths,44154,100.0,0.1,
LA,Louisiana,2015,June,12 month-ending,Number of Deaths,44191,100.0,0.1,
LA,Louisiana,2015,July,12 month-ending,Number of Deaths,44204,100.0,0.1,
LA,Louisiana,2015,August,12 month-ending,Number of Deaths,44240,100.0,0.1,
LA,Louisiana,2015,September,12 month-ending,Number of Deaths,44371,100.0,0.1,
LA,Louisiana,2015,October,12 month-ending,Number of Deaths,44348,100.0,0.1,
LA,Louisiana,2015,November,12 month-ending,Number of Deaths,44169,100.0,0.1,
LA,Louisiana,2015,December,12 month-ending,Number of Deaths,43914,100.0,0.1,
LA,Louisiana,2016,January,12 month-ending,Number of Deaths,43495,100.0,0.1,
LA,Louisiana,2016,February,12 month-ending,Number of Deaths,43428,100.0,0.1,
LA,Louisiana,2016,March,12 month-ending,Number of Deaths,43445,100.0,0.1,
LA,Louisiana,2016,April,12 month-ending,Number of Deaths,43610,100.0,0.1,
LA,Louisiana,2016,May,12 month-ending,Number of Deaths,43743,100.0,0.1,
LA,Louisiana,2016,June,12 month-ending,Number of Deaths,43768,100.0,0,
LA,Louisiana,2016,July,12 month-ending,Number of Deaths,43742,100.0,0,
LA,Louisiana,2016,August,12 month-ending,Number of Deaths,43939,100.0,0,
LA,Louisiana,2016,September,12 month-ending,Number of Deaths,44033,100.0,0,
LA,Louisiana,2016,October,12 month-ending,Number of Deaths,44225,100.0,0,
LA,Louisiana,2016,November,12 month-ending,Number of Deaths,44340,100.0,0,
LA,Louisiana,2016,December,12 month-ending,Number of Deaths,44411,100.0,0,
LA,Louisiana,2017,January,12 month-ending,Number of Deaths,44571,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,February,12 month-ending,Number of Deaths,44581,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,March,12 month-ending,Number of Deaths,44748,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,April,12 month-ending,Number of Deaths,44815,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,May,12 month-ending,Number of Deaths,44880,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,June,12 month-ending,Number of Deaths,44917,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,July,12 month-ending,Number of Deaths,44876,100.0,0,*Likely underreported due to incomplete data
LA,Louisiana,2017,August,12 month-ending,Number of Deaths,44739,99.5+,0,*Likely underreported due to incomplete data
LA,Louisiana,2015,January,12 month-ending,Number of Drug Overdose Deaths,782,100.0,0,
LA,Louisiana,2015,February,12 month-ending,Number of Drug Overdose Deaths,785,100.0,0,
LA,Louisiana,2015,March,12 month-ending,Number of Drug Overdose Deaths,784,100.0,0,
