"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	23	92336	24.9
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	49	97519	50.2
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	13	67943	Unreliable
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	14	92348	Unreliable
	"Kings County, NY"	"36047"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	62	97444	63.6
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	15	78672	Unreliable
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	21	73058	28.7
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	35	55902	62.6
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	56	70966	78.9
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	18	78169	Unreliable
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	20	72047	27.8
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	38	55836	68.1
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	64	70771	90.4
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	10	77268	Unreliable
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	25	71666	34.9
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	28	55345	50.6
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	69	71018	97.2
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	16	76384	Unreliable
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	25	71678	34.9
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	23	54583	42.1
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	70	71533	97.9
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	16	75664	Unreliable
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	21	71451	29.4
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	28	53875	52.0
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	62	71814	86.3
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	20	74160	27.0
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	17	71834	Unreliable
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	19	52737	Unreliable
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	75	72552	103.4
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	14	72586	Unreliable
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	26	71060	36.6
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	31	51365	60.4
	"Kings County, NY"	"36047"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	77	72163	106.7
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	13	71238	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	26	41039	63.4
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	34	62509	54.4
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	14	62335	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	28	42710	65.6
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	43	64147	67.0
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	11	64052	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	12	72131	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	22	43662	50.4
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	51	63820	79.9
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	14	65108	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	29	44931	64.5
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	56	63347	88.4
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	18	66711	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	11	70858	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	34	46389	73.3
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	40	63006	63.5
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	13	67885	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	13	70363	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	31	47216	65.7
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	62	63018	98.4
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	20	68568	29.2
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	16	69275	Unreliable
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	50	47570	105.1
	"Kings County, NY"	"36047"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	64	62375	102.6
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	11	23111	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	15	34377	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	18	34955	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	10	37234	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	16	25583	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	15	39096	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	12	26569	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	18	40179	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	10	27704	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	22	41542	53.0
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	15	28726	Unreliable
	"Kings County, NY"	"36047"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	25	42854	58.3
	"Monroe County, NY"	"36055"	"15-24 years"	"15-24"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	10	42123	Unreliable
	"Monroe County, NY"	"36055"	"15-24 years"	"15-24"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	10	39611	Unreliable
	"Monroe County, NY"	"36055"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	10	35938	Unreliable
	"Monroe County, NY"	"36055"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	10	37066	Unreliable
	"Monroe County, NY"	"36055"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	14	38765	Unreliable
	"Monroe County, NY"	"36055"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	19	39835	Unreliable
	"Monroe County, NY"	"36055"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	15	40224	Unreliable
	"Monroe County, NY"	"36055"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	31	39924	77.6
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	10	33647	Unreliable
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	12	33093	Unreliable
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	18	32169	Unreliable
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	10	32949	Unreliable
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	14	31819	Unreliable
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	13	32487	Unreliable
	"Monroe County, NY"	"36055"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	23	31561	72.9
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	10	47976	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	19	45899	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	16	47218	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	25	44960	55.6
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	19	44017	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	16	45211	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	23	42720	53.8
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	17	44060	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	22	41746	52.7
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	10	42966	Unreliable
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	24	40719	58.9
	"Monroe County, NY"	"36055"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	25	39514	63.3
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	17	38028	Unreliable
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	19	39444	Unreliable
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	12	42543	Unreliable
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	10	40457	Unreliable
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	18	41075	Unreliable
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	12	44296	Unreliable
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	22	41607	52.9
	"Monroe County, NY"	"36055"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	26	41894	62.1
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	14	67634	Unreliable
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	18	67966	Unreliable
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	22	68486	32.1
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	25	67977	36.8
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	16	68158	Unreliable
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	22	67968	32.4
	"Nassau County, NY"	"36059"	"15-24 years"	"15-24"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	23	67594	34.0
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	30	55755	53.8
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	26	56402	46.1
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	33	56986	57.9
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	44	57186	76.9
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	12	54080	Unreliable
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	40	57239	69.9
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	23	54031	42.6
	"Nassau County, NY"	"36059"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	45	57038	78.9
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	26	66638	39.0
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	27	64638	41.8
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	12	64209	Unreliable
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	31	63126	49.1
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	25	61701	40.5
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	25	60689	41.2
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	10	59408	Unreliable
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	38	59598	63.8
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	11	57941	Unreliable
	"Nassau County, NY"	"36059"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	37	58476	63.3
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	12	89234	Unreliable
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	22	84365	26.1
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	18	87978	Unreliable
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	42	83175	50.5
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	22	86473	25.4
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	45	82132	54.8
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	21	84114	25.0
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	24	80192	29.9
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	14	82073	Unreliable
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	45	78465	57.4
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	14	79802	Unreliable
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	28	76568	36.6
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	16	77381	Unreliable
	"Nassau County, NY"	"36059"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	40	74398	53.8
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	12	73345	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	23	69541	33.1
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	13	75953	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	10	71869	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	13	76459	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	24	72155	33.3
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	15	77266	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	26	72630	35.8
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	12	78033	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	33	73304	45.0
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	18	78846	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	36	74191	48.5
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	12	79143	Unreliable
	"Nassau County, NY"	"36059"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	31	74615	41.5
	"Nassau County, NY"	"36059"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	11	48217	Unreliable
	"New York County, NY"	"36061"	"15-24 years"	"15-24"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	14	52594	Unreliable
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	10	114689	Unreliable
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	17	119285	Unreliable
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	20	122143	16.4
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	14	135682	Unreliable
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	24	123824	19.4
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	29	123301	23.5
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	19	123431	Unreliable
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	12	133096	Unreliable
	"New York County, NY"	"36061"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	32	124037	25.8
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	25	82630	30.3
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	13	74915	Unreliable
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	21	82060	25.6
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	43	82469	52.1
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	21	82772	25.4
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	30	81796	36.7
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	31	81395	38.1
	"New York County, NY"	"36061"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	36	80550	44.7
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	11	24067	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	12	64721	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	17	21468	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	33	68013	48.5
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	14	64359	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	11	21572	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	35	68432	51.1
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	19	63760	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	13	21528	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	49	68752	71.3
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	12	23580	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	17	64313	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	13	21456	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	45	69854	64.4
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	12	64560	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	16	21391	Unreliable
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	32	70599	45.3
	"New York County, NY"	"36061"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	22	64798	34.0
